,human_ncbi_id,xenDB_id,frog_gene_name,frog_gene_description,human gene name,Ensembl GeneIDs,xenDB_geneID,frog_ncbi
3822,7350,XB-GENEPAGE-963772,UCP1,uncoupling protein 1,UCP1,ENSG00000109424,XB-GENE-6487153,495700
3823,283446,XB-GENEPAGE-963783,MYO1H,myosin IH,MYO1H,ENSG00000174527,XB-GENE-17346482,108705061
3824,4809,XB-GENEPAGE-963820,SNU13,small nuclear ribonucleoprotein 13,SNU13,ENSG00000100138,XB-GENE-963828,495253
3825,6814,XB-GENEPAGE-963835,STXBP3,syntaxin binding protein 3,STXBP3,ENSG00000116266,XB-GENE-17340832,108715704
3826,8662,XB-GENEPAGE-963849,EIF3B,eukaryotic translation initiation factor 3 subunit B,EIF3B,ENSG00000106263,XB-GENE-17330215,108703126
3827,4236,XB-GENEPAGE-963860,MFAP1,microfibril associated protein 1,MFAP1,ENSG00000140259,XB-GENE-17330847,735061
3828,59274,XB-GENEPAGE-963884,TLNRD1,talin rod domain containing 1,TLNRD1,ENSG00000140406,XB-GENE-17346057,108712859
3829,90381,XB-GENEPAGE-963894,TICRR,TOPBP1-interacting checkpoint and replication regulator,TICRR,ENSG00000140534,XB-GENE-17337908,108712846
3830,9055,XB-GENEPAGE-963900,PRC1,protein regulator of cytokinesis 1,PRC1,ENSG00000198901,XB-GENE-963904,380562
3831,6152,XB-GENEPAGE-963921,RPL24,ribosomal protein L24,RPL24,ENSG00000114391,XB-GENE-17334829,108709665
3832,800,XB-GENEPAGE-963930,CALD1,caldesmon 1,CALD1,ENSG00000122786,XB-GENE-17342933,443642
3833,64240,XB-GENEPAGE-963935,ABCG5,ATP binding cassette subfamily G member 5,ABCG5,ENSG00000138075,XB-GENE-6486642,108717730
3834,55768,XB-GENEPAGE-963940,NGLY1,N-glycanase 1,NGLY1,ENSG00000151092,XB-GENE-963944,733299
3835,9497,XB-GENEPAGE-963949,SLC4A7,"solute carrier family 4, sodium bicarbonate cotransporter, member 7",SLC4A7,ENSG00000033867,XB-GENE-6489401,446934
3836,84516,XB-GENEPAGE-963960,DCTN5,dynactin subunit 5,DCTN5,ENSG00000166847,XB-GENE-963966,446321
3837,10005,XB-GENEPAGE-963978,ACOT8,acyl-CoA thioesterase 8,ACOT8,ENSG00000101473,XB-GENE-6487619,108702736
3838,2538,XB-GENEPAGE-963988,G6PC1,"glucose-6-phosphatase, catalytic subunit 1, gene 1",G6PC1,ENSG00000131482,XB-GENE-963993,447506
3839,1329,XB-GENEPAGE-964001,COX5B,"cytochrome c oxidase subunit Vb, gene 1",COX5B,ENSG00000135940,XB-GENE-17338970,108712750
3840,29881,XB-GENEPAGE-964010,NPC1L1,NPC1 like 1,NPC1L1,ENSG00000015520,XB-GENE-17330112,108712289
3841,94239,XB-GENEPAGE-964015,H2AZ2,H2A.Z variant histone 2,H2AZ2,ENSG00000105968,XB-GENE-964023,444541
3842,58498,XB-GENEPAGE-964040,MYL7,myosin light chain 7,MYL7,ENSG00000106631,XB-GENE-17340152,108712731
3843,51255,XB-GENEPAGE-964050,RNF181,ring finger protein 181,RNF181,ENSG00000168894,XB-GENE-6256263,444028
3844,203522,XB-GENEPAGE-964062,INTS6L,integrator complex subunit 6 like,INTS6L,ENSG00000165359,XB-GENE-6486352,108700181
3845,5971,XB-GENEPAGE-964071,RELB,v-rel avian reticuloendotheliosis viral oncogene homolog B,RELB,ENSG00000104856,XB-GENE-6068550,378663
3846,2273,XB-GENEPAGE-964256,FHL1,four and a half LIM domains 1,FHL1,ENSG00000022267,XB-GENE-964262,447182
3847,83877,XB-GENEPAGE-964282,TM2D2,TM2 domain containing 2,TM2D2,ENSG00000169490,XB-GENE-17339609,108712677
3848,23221,XB-GENEPAGE-964294,RHOBTB2,Rho related BTB domain containing 2,RHOBTB2,ENSG00000008853,XB-GENE-17330757,108712692
3849,10159,XB-GENEPAGE-964300,ATP6AP2,"ATPase, H+ transporting, lysosomal accessory protein 2",ATP6AP2,ENSG00000182220,XB-GENE-6078197,380574
3850,139341,XB-GENEPAGE-964322,FUNDC1,FUN14 domain containing 1,FUNDC1,ENSG00000069509,XB-GENE-964326,734365
3851,112399,XB-GENEPAGE-964333,EGLN3,egl-9 family hypoxia-inducible factor 3,EGLN3,ENSG00000129521,XB-GENE-17334118,100036879
3852,10904,XB-GENEPAGE-964351,BLCAP,"BLCAP, apoptosis inducing factor",BLCAP,ENSG00000166619,XB-GENE-6255888,734570
3853,81610,XB-GENEPAGE-964362,FAM83D,family with sequence similarity 83 member D,FAM83D,ENSG00000101447,XB-GENE-17341064,108702758
3854,8894,XB-GENEPAGE-964371,EIF2S2,eukaryotic translation initiation factor 2 subunit beta,EIF2S2,ENSG00000125977,XB-GENE-17332921,779195
3855,2184,XB-GENEPAGE-964391,FAH,fumarylacetoacetate hydrolase (fumarylacetoacetase),FAH,ENSG00000103876,XB-GENE-17332322,108712299
3856,55290,XB-GENEPAGE-964407,BRF2,BRF2 general transcription factor IIIB subunit,BRF2,ENSG00000104221,XB-GENE-964413,447563
3857,388662,XB-GENEPAGE-964418,SLC6A17,solute carrier family 6 member 17,SLC6A17,ENSG00000197106,XB-GENE-17336305,108709467
3858,5549,XB-GENEPAGE-964436,PRELP,proline/arginine-rich end leucine-rich repeat protein,PRELP,ENSG00000188783,XB-GENE-6487524,108709454
3859,55795,XB-GENEPAGE-964455,PCID2,PCI domain containing 2,PCID2,ENSG00000126226,XB-GENE-964462,734284
3860,10884,XB-GENEPAGE-964475,MRPS30,mitochondrial ribosomal protein S30,MRPS30,ENSG00000112996,XB-GENE-964481,398257
3861,63924,XB-GENEPAGE-964502,CIDEC,cell death inducing DFFA like effector c,CIDEC,ENSG00000187288,XB-GENE-6078202,446635
3862,781,XB-GENEPAGE-964523,CACNA2D1,"calcium channel, voltage-dependent, alpha 2/delta subunit 1",CACNA2D1,ENSG00000153956,XB-GENE-17341694,108713061
3863,27000,XB-GENEPAGE-964532,DNAJC2,DnaJ heat shock protein family (Hsp40) member C2,DNAJC2,ENSG00000105821,XB-GENE-964538,414559
3864,23194,XB-GENEPAGE-964542,FBXL7,F-box and leucine-rich repeat protein 7,FBXL7,ENSG00000183580,XB-GENE-6486951,108720042
3865,84930,XB-GENEPAGE-964547,MASTL,microtubule associated serine/threonine kinase like,MASTL,ENSG00000120539,XB-GENE-17339965,108719853
3866,57158,XB-GENEPAGE-964566,JPH2,junctophilin 2,JPH2,ENSG00000149596,XB-GENE-17340513,108702575
3867,8477,XB-GENEPAGE-964573,GPR65,G protein-coupled receptor 65,GPR65,ENSG00000140030,XB-GENE-6486986,108699832
3868,55148,XB-GENEPAGE-964579,UBR7,ubiquitin protein ligase E3 component n-recognin 7,UBR7,ENSG00000012963,XB-GENE-17332362,398523
3869,6747,XB-GENEPAGE-964602,SSR3,"signal sequence receptor, gamma (translocon-associated protein gamma)",SSR3,ENSG00000114850,XB-GENE-6255821,379415
3870,22865,XB-GENEPAGE-964616,SLITRK3,SLIT and NTRK like family member 3,SLITRK3,ENSG00000121871,XB-GENE-17344078,108718102
3871,29994,XB-GENEPAGE-964621,BAZ2B,bromodomain adjacent to zinc finger domain 2B,BAZ2B,ENSG00000123636,XB-GENE-6487755,101027295
3872,151525,XB-GENEPAGE-964628,WDSUB1,"WD repeat, sterile alpha motif and U-box domain containing 1",WDSUB1,ENSG00000196151,XB-GENE-6252764,100127264
3873,64410,XB-GENEPAGE-964635,KLHL25,kelch like family member 25,KLHL25,ENSG00000183655,XB-GENE-17344683,108712836
3874,26269,XB-GENEPAGE-964649,FBXO8,F-box protein 8,FBXO8,ENSG00000164117,XB-GENE-17344700,444036
3875,2817,XB-GENEPAGE-964660,GPC1,glypican 1,GPC1,ENSG00000063660,XB-GENE-17335378,108718180
3876,9276,XB-GENEPAGE-964667,COPB2,COPI coat complex subunit beta 2,COPB2,ENSG00000184432,XB-GENE-964673,379913
3877,79853,XB-GENEPAGE-964687,TM4SF20,transmembrane 4 L six family member 20,TM4SF20,ENSG00000168955,XB-GENE-17333543,100126625
3878,5683,XB-GENEPAGE-964710,PSMA2,proteasome subunit alpha 2,PSMA2,ENSG00000106588,XB-GENE-17337233,108720001
3879,5356,XB-GENEPAGE-964753,PLRG1,pleiotropic regulator 1,PLRG1,ENSG00000171566,XB-GENE-17339580,108706653
3880,27141,XB-GENEPAGE-964766,CIDEB,cell death inducing DFFA like effector b,CIDEB,ENSG00000136305,XB-GENE-17332630,108709362
3881,84631,XB-GENEPAGE-964775,SLITRK2,SLIT and NTRK like family member 2,SLITRK2,ENSG00000185985,XB-GENE-17341384,108700121
3882,2222,XB-GENEPAGE-964782,FDFT1,farnesyl-diphosphate farnesyltransferase 1,FDFT1,ENSG00000079459,XB-GENE-6488953,108718290
3883,85315,XB-GENEPAGE-964787,PAQR8,progestin and adipoQ receptor family member VIII,PAQR8,ENSG00000170915,XB-GENE-17346521,108718288
3884,5165,XB-GENEPAGE-964796,PDK3,pyruvate dehydrogenase kinase 3,PDK3,ENSG00000067992,XB-GENE-17338369,108709313
3885,23035,XB-GENEPAGE-964801,PHLPP2,PH domain and leucine rich repeat protein phosphatase 2,PHLPP2,ENSG00000040199,XB-GENE-964806,733362
3886,197322,XB-GENEPAGE-964810,ACSF3,acyl-CoA synthetase family member 3,ACSF3,ENSG00000176715,XB-GENE-964816,444743
3887,6137,XB-GENEPAGE-964819,RPL13,ribosomal protein L13,RPL13,ENSG00000167526,XB-GENE-964826,446306
3888,2622,XB-GENEPAGE-964836,GAS8,growth arrest specific 8,GAS8,ENSG00000141013,XB-GENE-964840,735136
3889,79837,XB-GENEPAGE-964848,PIP4K2C,"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma",PIP4K2C,ENSG00000166908,XB-GENE-964855,496028
3890,10102,XB-GENEPAGE-964860,TSFM,"Ts translation elongation factor, mitochondrial",TSFM,ENSG00000123297,XB-GENE-17330345,108708995
3891,4248,XB-GENEPAGE-964869,MGAT3,"mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase",MGAT3,ENSG00000128268,XB-GENE-17330340,108715764
3892,9411,XB-GENEPAGE-964889,ARHGAP29,Rho GTPase activating protein 29,ARHGAP29,ENSG00000137962,XB-GENE-964893,446235
3893,6399,XB-GENEPAGE-965016,TRAPPC2,trafficking protein particle complex subunit 2,TRAPPC2,ENSG00000196459,XB-GENE-6255616,494644
3894,2582,XB-GENEPAGE-965028,GALE,UDP-galactose-4-epimerase,GALE,ENSG00000117308,XB-GENE-17336716,432137
3895,6572,XB-GENEPAGE-965084,SLC18A3,"solute carrier family 18 (vesicular acetylcholine transporter), member 3",SLC18A3,ENSG00000187714,XB-GENE-17337065,108703383
3896,375519,XB-GENEPAGE-965092,GJB7,gap junction protein beta 7,GJB7,ENSG00000164411,XB-GENE-965096,379517
3897,1350,XB-GENEPAGE-965100,COX7C,cytochrome c oxidase subunit VIIc,COX7C,ENSG00000127184,XB-GENE-965105,735150
3898,3354,XB-GENEPAGE-965112,HTR1E,"5-hydroxytryptamine (serotonin) receptor 1E, G protein-coupled",HTR1E,ENSG00000168830,XB-GENE-17332429,108717567
3899,1412,XB-GENEPAGE-965119,CRYBA2,crystallin beta A2,CRYBA2,ENSG00000163499,XB-GENE-965123,108702400
3900,7429,XB-GENEPAGE-965126,VIL1,villin 1,VIL1,ENSG00000127831,XB-GENE-965131,380195
3901,84812,XB-GENEPAGE-965136,PLCD4,phospholipase C delta 4,PLCD4,ENSG00000115556,XB-GENE-17341735,108702938
3902,2926,XB-GENEPAGE-965149,GRSF1,G-rich RNA sequence binding factor 1,GRSF1,ENSG00000132463,XB-GENE-965155,100158276
3903,23549,XB-GENEPAGE-965158,DNPEP,aspartyl aminopeptidase,DNPEP,ENSG00000123992,XB-GENE-17331197,495491
3904,53632,XB-GENEPAGE-965171,PRKAG3,"protein kinase, AMP-activated, gamma 3 non-catalytic subunit",PRKAG3,ENSG00000115592,XB-GENE-6078209,100127310
3905,6887,XB-GENEPAGE-965183,TAL2,T-cell acute lymphocytic leukemia 2,TAL2,ENSG00000186051,XB-GENE-17343534,108706352
3906,10808,XB-GENEPAGE-965195,HSPH1,heat shock protein family H (Hsp110) member 1,HSPH1,ENSG00000120694,XB-GENE-6255940,446527
3907,151963,XB-GENEPAGE-965211,MB21D2,Mab-21 domain containing 2,MB21D2,ENSG00000180611,XB-GENE-17343327,108705271
3908,22878,XB-GENEPAGE-965217,TRAPPC8,trafficking protein particle complex subunit  8,TRAPPC8,ENSG00000153339,XB-GENE-17343329,432274
3909,8674,XB-GENEPAGE-965231,VAMP4,vesicle associated membrane protein 4,VAMP4,ENSG00000117533,XB-GENE-17343942,108715675
3910,2328,XB-GENEPAGE-965446,FMO3,flavin containing dimethylaniline monoxygenase 3,FMO3,ENSG00000007933,XB-GENE-17345267,108715678
3911,1629,XB-GENEPAGE-965455,DBT,dihydrolipoamide branched chain transacylase E2,DBT,ENSG00000137992,XB-GENE-17330237,108715687
3912,51611,XB-GENEPAGE-965467,DPH5,diphthamide biosynthesis 5,DPH5,ENSG00000117543,XB-GENE-965473,380263
3913,51430,XB-GENEPAGE-965478,SUCO,SUN domain containing ossification factor,SUCO,ENSG00000094975,XB-GENE-17333792,108715674
3914,51603,XB-GENEPAGE-965487,METTL13,"methyltransferase 13, eEF1A N-terminus and K55",METTL13,ENSG00000010165,XB-GENE-965492,414682
3915,64105,XB-GENEPAGE-965497,CENPK,centromere protein K,CENPK,ENSG00000123219,XB-GENE-6254294,108707286
3916,10369,XB-GENEPAGE-965515,CACNG2,"calcium channel, voltage-dependent, gamma subunit 2",CACNG2,ENSG00000166862,XB-GENE-17338886,108715802
3917,27352,XB-GENEPAGE-965521,SGSM3,small G protein signaling modulator 3,SGSM3,ENSG00000100359,XB-GENE-965525,100101321
3918,64768,XB-GENEPAGE-965529,IPPK,inositol-pentakisphosphate 2-kinase,IPPK,ENSG00000127080,XB-GENE-17331266,108715809
3919,55805,XB-GENEPAGE-965536,LRP2BP,LRP2 binding protein,LRP2BP,ENSG00000109771,XB-GENE-6078212,432223
3920,51234,XB-GENEPAGE-965546,EMC4,ER membrane protein complex subunit 4,EMC4,ENSG00000128463,XB-GENE-17331858,108705001
3921,1786,XB-GENEPAGE-965561,DNMT1,DNA methyltransferase 1,DNMT1,ENSG00000130816,XB-GENE-17332488,100036795
3922,79850,XB-GENEPAGE-965579,TLCD3A,TLC domain containing 3A,TLCD3A,ENSG00000167695,XB-GENE-17340637,108709638
3923,10742,XB-GENEPAGE-965587,RAI2,retinoic acid induced 2,RAI2,ENSG00000131831,XB-GENE-17345250,108709627
3924,55181,XB-GENEPAGE-965594,SMG8,SMG8 nonsense mediated mRNA decay factor,SMG8,ENSG00000167447,XB-GENE-17336521,108709628
3925,4677,XB-GENEPAGE-965614,NARS1,asparaginyl-tRNA synthetase 1,NARS1,ENSG00000134440,XB-GENE-17344681,108707326
3926,9352,XB-GENEPAGE-965624,TXNL1,thioredoxin like 1,TXNL1,ENSG00000091164,XB-GENE-965630,446583
3927,84872,XB-GENEPAGE-965872,ZC3H10,zinc finger CCCH-type containing 10,ZC3H10,ENSG00000135482,XB-GENE-6078217,444300
3928,6231,XB-GENEPAGE-965886,RPS26,ribosomal protein S26,RPS26,ENSG00000197728,XB-GENE-17339650,108709834
3929,139231,XB-GENEPAGE-965911,FAM199X,"family with sequence similarity 199, X-linked",FAM199X,ENSG00000123575,XB-GENE-6255928,446575
3930,2804,XB-GENEPAGE-965924,GOLGB1,golgin B1,GOLGB1,ENSG00000173230,XB-GENE-965928,100137629
3931,83442,XB-GENEPAGE-965975,SH3BGRL3,SH3 domain binding glutamate-rich protein like 3,SH3BGRL3,ENSG00000142669,XB-GENE-965980,414560
3932,10606,XB-GENEPAGE-965994,PAICS,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase,PAICS,ENSG00000128050,XB-GENE-965998,444677
3933,132299,XB-GENEPAGE-966005,OCIAD2,OCIA domain containing 2,OCIAD2,ENSG00000145247,XB-GENE-17343406,108706587
3934,27341,XB-GENEPAGE-966047,RRP7A,ribosomal RNA processing 7 homolog A,RRP7A,ENSG00000189306,XB-GENE-966051,495988
3935,2891,XB-GENEPAGE-966065,GRIA2,"glutamate receptor, ionotropic, AMPA 2",GRIA2,ENSG00000120251,XB-GENE-6372211,100294514
3936,80011,XB-GENEPAGE-966080,PSME3IP1,proteasome activator subunit 3 interacting protein 1,PSME3IP1,ENSG00000172775,XB-GENE-966084,380275
3937,8507,XB-GENEPAGE-966091,ENC1,ectodermal-neural cortex 1 (with BTB domain),ENC1,ENSG00000171617,XB-GENE-17346500,108707258
3938,728780,XB-GENEPAGE-966103,ANKDD1B,ankyrin repeat and death domain containing 1B,ANKDD1B,ENSG00000189045,XB-GENE-17336965,108705359
3939,2938,XB-GENEPAGE-966108,GSTA1,glutathione S-transferase alpha 1,GSTA1,ENSG00000243955,XB-GENE-17336845,446920
3940,9532,XB-GENEPAGE-966119,BAG2,BAG cochaperone 2,BAG2,ENSG00000112208,XB-GENE-6486531,108718008
3941,401265,XB-GENEPAGE-966129,KLHL31,kelch like family member 31,KLHL31,ENSG00000124743,XB-GENE-6486569,108718016
3942,10690,XB-GENEPAGE-966136,FUT9,"fucosyltransferase 9 (alpha (1,3) fucosyltransferase)",FUT9,ENSG00000172461,XB-GENE-6464323,100337597
3943,329,XB-GENEPAGE-966170,BIRC2,baculoviral IAP repeat containing 2,BIRC2,ENSG00000110330,XB-GENE-17343783,100036859
3944,9100,XB-GENEPAGE-966183,USP10,ubiquitin specific peptidase 10,USP10,ENSG00000103194,XB-GENE-966190,779202
3945,2619,XB-GENEPAGE-966198,GAS1,growth arrest specific 1,GAS1,ENSG00000180447,XB-GENE-17330981,108706992
3946,11046,XB-GENEPAGE-966208,SLC35D2,"solute carrier family 35 (UDP-GlcNAc/UDP-glucose transporter), member D2",SLC35D2,ENSG00000130958,XB-GENE-17338983,108706995
3947,1515,XB-GENEPAGE-966213,CTSV,cathepsin V,CTSV,ENSG00000136943,XB-GENE-17341076,113939961
3948,59284,XB-GENEPAGE-966232,CACNG7,"calcium channel, voltage-dependent, gamma subunit 7",CACNG7,ENSG00000105605,XB-GENE-17340492,108697821
3949,91663,XB-GENEPAGE-966239,MYADM,myeloid-associated differentiation marker,MYADM,ENSG00000179820,XB-GENE-17340498,108697818
3950,25988,XB-GENEPAGE-966255,HINFP,histone H4 transcription factor,HINFP,ENSG00000172273,XB-GENE-6256216,446475
3951,57406,XB-GENEPAGE-966284,ABHD6,abhydrolase domain containing 6,ABHD6,ENSG00000163686,XB-GENE-6078225,444738
3952,5062,XB-GENEPAGE-966301,PAK2,p21 protein (Cdc42/Rac)-activated kinase 2,PAK2,ENSG00000180370,XB-GENE-966306,399090
3953,51303,XB-GENEPAGE-966310,FKBP11,FKBP prolyl isomerase 11,FKBP11,ENSG00000134285,XB-GENE-17337798,108709814
3954,7434,XB-GENEPAGE-966329,VIPR2,vasoactive intestinal peptide receptor 2,VIPR2,ENSG00000106018,XB-GENE-17346544,108719664
3955,23185,XB-GENEPAGE-966332,LARP4B,La ribonucleoprotein domain family member 4B,LARP4B,ENSG00000107929,XB-GENE-17338390,108719833
3956,1964,XB-GENEPAGE-966340,EIF1AX,eukaryotic translation initiation factor 1A X-linked,EIF1AX,ENSG00000173674,XB-GENE-17330129,444500
3957,8260,XB-GENEPAGE-966355,NAA10,"N(alpha)-acetyltransferase 10, NatA catalytic subunit",NAA10,ENSG00000102030,XB-GENE-966363,380183
3958,10371,XB-GENEPAGE-966368,SEMA3A,semaphorin 3A,SEMA3A,ENSG00000075213,XB-GENE-17330745,108713058
3959,10007,XB-GENEPAGE-966375,GNPDA1,glucosamine-6-phosphate deaminase 1,GNPDA1,ENSG00000113552,XB-GENE-966380,398943
3960,90410,XB-GENEPAGE-966386,IFT20,intraflagellar transport 20,IFT20,ENSG00000109083,XB-GENE-6253390,447756
3961,9962,XB-GENEPAGE-966413,SLC23A2,"solute carrier family 23 (ascorbic acid transporter), member 2",SLC23A2,ENSG00000089057,XB-GENE-17342425,108712763
3962,23213,XB-GENEPAGE-966418,SULF1,sulfatase 1,SULF1,ENSG00000137573,XB-GENE-17342419,108695332
3963,137872,XB-GENEPAGE-966428,ADHFE1,"alcohol dehydrogenase, iron containing 1",ADHFE1,ENSG00000147576,XB-GENE-966434,100158357
3964,5834,XB-GENEPAGE-966438,PYGB,glycogen phosphorylase B,PYGB,ENSG00000100994,XB-GENE-966442,100037229
3965,10212,XB-GENEPAGE-966446,DDX39A,DEAD-box helicase 39A,DDX39A,ENSG00000123136,XB-GENE-966454,379310
3966,5592,XB-GENEPAGE-966464,PRKG1,protein kinase cGMP-dependent 1,PRKG1,ENSG00000185532,XB-GENE-17333689,108697357
3967,9867,XB-GENEPAGE-966470,PJA2,"praja ring finger 2, E3 ubiquitin protein ligase",PJA2,ENSG00000198961,XB-GENE-966475,414548
3968,347730,XB-GENEPAGE-966480,LRRTM1,leucine rich repeat transmembrane neuronal 1,LRRTM1,ENSG00000162951,XB-GENE-17336653,108706502
3969,254295,XB-GENEPAGE-966496,PHYHD1,phytanoyl-CoA dioxygenase domain containing 1,PHYHD1,ENSG00000175287,XB-GENE-6488152,108699957
3970,22845,XB-GENEPAGE-966504,DOLK,dolichol kinase,DOLK,ENSG00000175283,XB-GENE-17330282,108699959
3971,10868,XB-GENEPAGE-966527,USP20,ubiquitin specific peptidase 20,USP20,ENSG00000136878,XB-GENE-17346673,108699944
3972,4185,XB-GENEPAGE-966538,ADAM11,ADAM metallopeptidase domain 11,ADAM11,ENSG00000073670,XB-GENE-17338529,108702544
3973,1394,XB-GENEPAGE-966547,CRHR1,"corticotropin releasing hormone receptor 1, gene 1",CRHR1,ENSG00000120088,XB-GENE-6487650,108702557
3974,92335,XB-GENEPAGE-966554,STRADA,STE20-related kinase adaptor alpha,STRADA,ENSG00000266173,XB-GENE-6487047,108702559
3975,7343,XB-GENEPAGE-966564,UBTF,upstream binding transcription factor,UBTF,ENSG00000108312,XB-GENE-966569,379116
3976,113026,XB-GENEPAGE-966577,PLCD3,phospholipase C delta 3,PLCD3,ENSG00000161714,XB-GENE-17339785,108702553
3977,7763,XB-GENEPAGE-966582,ZFAND5,zinc finger AN1-type containing 5,ZFAND5,ENSG00000107372,XB-GENE-6256228,446430
3978,9136,XB-GENEPAGE-966596,RRP9,"to ribosomal RNA processing 9, U3 small nucleolar RNA binding protein",RRP9,ENSG00000114767,XB-GENE-966600,100137676
3979,51729,XB-GENEPAGE-966603,WBP11,WW domain binding protein 11,WBP11,ENSG00000084463,XB-GENE-966610,414457
3980,23390,XB-GENEPAGE-966617,ZDHHC17,zinc finger DHHC-type containing 17,ZDHHC17,ENSG00000186908,XB-GENE-6487889,108713139
3981,677,XB-GENEPAGE-966624,ZFP36L1,ZFP36 ring finger protein-like 1,ZFP36L1,ENSG00000185650,XB-GENE-6254027,399372
3982,9710,XB-GENEPAGE-966641,GARRE1,granule associated Rac and RHOG effector 1,GARRE1,ENSG00000166398,XB-GENE-17330325,108704089
3983,85415,XB-GENEPAGE-966648,RHPN2,"rhophilin, Rho GTPase binding protein 2",RHPN2,ENSG00000131941,XB-GENE-17330332,444802
3984,83591,XB-GENEPAGE-966660,THAP2,"THAP domain containing, apoptosis associated protein 2",THAP2,ENSG00000173451,XB-GENE-6488731,108709647
3985,6123,XB-GENEPAGE-966684,RPL3L,ribosomal protein L3 like,RPL3L,ENSG00000140986,XB-GENE-17338074,108703223
3986,10273,XB-GENEPAGE-966696,STUB1,"STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase",STUB1,ENSG00000103266,XB-GENE-17337388,108703244
3987,64711,XB-GENEPAGE-966706,HS3ST6,heparan sulfate-glucosamine 3-sulfotransferase 6,HS3ST6,ENSG00000162040,XB-GENE-17344583,108703226
3988,3029,XB-GENEPAGE-966711,HAGH,hydroxyacylglutathione hydrolase,HAGH,ENSG00000063854,XB-GENE-17331492,108703227
3989,332,XB-GENEPAGE-966740,BIRC5L,baculoviral IAP repeat containing 5 like,BIRC5,ENSG00000089685,XB-GENE-6254503,735055
3990,79651,XB-GENEPAGE-966768,RHBDF2,rhomboid 5 homolog 2,RHBDF2,ENSG00000129667,XB-GENE-6489195,108702823
3991,23210,XB-GENEPAGE-966777,JMJD6,jumonji domain containing 6,JMJD6,ENSG00000070495,XB-GENE-6078236,380206
3992,2058,XB-GENEPAGE-966790,EPRS1,glutamyl-prolyl-tRNA synthetase 1,EPRS1,ENSG00000136628,XB-GENE-966795,100158438
3993,10594,XB-GENEPAGE-966798,PRPF8,pre-mRNA processing factor 8,PRPF8,ENSG00000174231,XB-GENE-966803,379945
3994,9406,XB-GENEPAGE-966831,ZRANB2,zinc finger RANBP2-type containing 2,ZRANB2,ENSG00000132485,XB-GENE-6254045,399332
3995,57680,XB-GENEPAGE-966846,CHD8,chromodomain helicase DNA binding protein 8,CHD8,ENSG00000100888,XB-GENE-17331966,108707032
3996,55764,XB-GENEPAGE-966864,IFT122,intraflagellar transport 122,IFT122,ENSG00000163913,XB-GENE-17342078,108715038
3997,6010,XB-GENEPAGE-966886,RHO,rhodopsin,RHO,ENSG00000163914,XB-GENE-17342665,108715858
3998,29995,XB-GENEPAGE-966901,LMCD1,LIM and cysteine-rich domains 1,LMCD1,ENSG00000071282,XB-GENE-17345970,108715852
3999,150726,XB-GENEPAGE-966907,FBXO41,F-box protein 41,FBXO41,ENSG00000163013,XB-GENE-17345968,108706477
4000,29106,XB-GENEPAGE-966934,SCG3,secretogranin III,SCG3,ENSG00000104112,XB-GENE-17337212,108712918
4001,55662,XB-GENEPAGE-966943,HIF1AN,hypoxia inducible factor 1 subunit alpha inhibitor,HIF1AN,ENSG00000166135,XB-GENE-966949,432095
4002,167227,XB-GENEPAGE-966969,DCP2,decapping mRNA 2,DCP2,ENSG00000172795,XB-GENE-17330266,108707213
4003,84900,XB-GENEPAGE-966980,RNFT2,"ring finger protein, transmembrane 2",RNFT2,ENSG00000135119,XB-GENE-17343567,108707177
